algorithm,beta,n,seed,detected_race_to_loan,shd,beta_hat,wall_time_s
GRaSP,0.15,1000,1015,0,6,,0.011
ICA-LiNGAM,0.15,1000,1015,0,2,0.0,0.021
DirectLiNGAM,0.15,1000,1015,0,2,0.0,0.055
PC,0.15,1000,1016,0,10,,0.017
FCI,0.15,1000,1016,0,10,,0.028
GES,0.15,1000,1016,0,12,,0.057
GRaSP,0.15,1000,1016,1,8,,0.01
ICA-LiNGAM,0.15,1000,1016,1,1,-0.16409769929622317,0.023
DirectLiNGAM,0.15,1000,1016,1,1,-0.1640976992962238,0.061
PC,0.15,1000,1017,0,8,,0.015
FCI,0.15,1000,1017,0,9,,0.024
GES,0.15,1000,1017,1,9,,0.037
GRaSP,0.15,1000,1017,1,5,,0.007
ICA-LiNGAM,0.15,1000,1017,1,1,-0.19004744952370145,0.015
DirectLiNGAM,0.15,1000,1017,1,1,-0.1900474495237019,0.067
PC,0.15,1000,1018,0,11,,0.023
FCI,0.15,1000,1018,0,14,,0.029
GES,0.15,1000,1018,1,7,,0.032
GRaSP,0.15,1000,1018,1,11,,0.006
ICA-LiNGAM,0.15,1000,1018,1,0,-0.09795332398281598,0.016
DirectLiNGAM,0.15,1000,1018,1,0,-0.0979533239828163,0.05
PC,0.15,1000,1019,0,13,,0.019
FCI,0.15,1000,1019,0,9,,0.028
GES,0.15,1000,1019,1,9,,0.045
GRaSP,0.15,1000,1019,0,6,,0.01
ICA-LiNGAM,0.15,1000,1019,1,1,-0.11062469571714775,0.022
DirectLiNGAM,0.15,1000,1019,1,2,-0.11062469571714742,0.066
PC,0.15,5000,1000,0,8,,0.02
FCI,0.15,5000,1000,0,10,,0.027
GES,0.15,5000,1000,1,8,,0.072
GRaSP,0.15,5000,1000,1,3,,0.012
ICA-LiNGAM,0.15,5000,1000,1,0,-0.16050266240695069,0.033
DirectLiNGAM,0.15,5000,1000,1,0,-0.16050266240695085,0.115
PC,0.15,5000,1001,0,8,,0.019
FCI,0.15,5000,1001,0,10,,0.035
GES,0.15,5000,1001,1,2,,0.094
GRaSP,0.15,5000,1001,1,3,,0.01
ICA-LiNGAM,0.15,5000,1001,1,0,-0.1426866868223618,0.029
DirectLiNGAM,0.15,5000,1001,1,0,-0.14268668682236177,0.142
PC,0.15,5000,1002,0,9,,0.026
FCI,0.15,5000,1002,0,11,,0.055
GES,0.15,5000,1002,1,16,,0.063
GRaSP,0.15,5000,1002,1,12,,0.01
ICA-LiNGAM,0.15,5000,1002,1,0,-0.1675301228148945,0.037
DirectLiNGAM,0.15,5000,1002,1,0,-0.16753012281489466,0.158
PC,0.15,5000,1003,0,8,,0.02
FCI,0.15,5000,1003,0,11,,0.036
GES,0.15,5000,1003,1,12,,0.059
GRaSP,0.15,5000,1003,0,17,,0.011
ICA-LiNGAM,0.15,5000,1003,1,0,-0.18050912306526565,0.026
DirectLiNGAM,0.15,5000,1003,1,0,-0.18050912306526487,0.132
PC,0.15,5000,1004,0,8,,0.02
FCI,0.15,5000,1004,0,10,,0.027
GES,0.15,5000,1004,1,10,,0.053
GRaSP,0.15,5000,1004,1,12,,0.008
ICA-LiNGAM,0.15,5000,1004,1,1,-0.15642534044914091,0.026
DirectLiNGAM,0.15,5000,1004,1,1,-0.15642534044914091,0.117
PC,0.15,5000,1005,0,9,,0.029
FCI,0.15,5000,1005,0,10,,0.057
GES,0.15,5000,1005,1,5,,0.06
GRaSP,0.15,5000,1005,1,3,,0.007
ICA-LiNGAM,0.15,5000,1005,1,0,-0.14045660278248986,0.027
DirectLiNGAM,0.15,5000,1005,1,0,-0.1404566027824896,0.134
PC,0.15,5000,1006,0,8,,0.017
FCI,0.15,5000,1006,0,10,,0.032
GES,0.15,5000,1006,0,15,,0.059
GRaSP,0.15,5000,1006,1,3,,0.014
ICA-LiNGAM,0.15,5000,1006,1,1,-0.12399303297347963,0.028
DirectLiNGAM,0.15,5000,1006,1,1,-0.12399303297347977,0.13
PC,0.15,5000,1007,0,8,,0.025
FCI,0.15,5000,1007,0,10,,0.033
GES,0.15,5000,1007,0,20,,0.049
GRaSP,0.15,5000,1007,1,3,,0.007
ICA-LiNGAM,0.15,5000,1007,1,0,-0.134134512842924,0.024
DirectLiNGAM,0.15,5000,1007,1,0,-0.13413451284292377,0.123
PC,0.15,5000,1008,0,8,,0.023
FCI,0.15,5000,1008,0,10,,0.038
GES,0.15,5000,1008,1,9,,0.055
GRaSP,0.15,5000,1008,0,16,,0.01
ICA-LiNGAM,0.15,5000,1008,1,0,-0.1288359586830573,0.027
DirectLiNGAM,0.15,5000,1008,1,0,-0.12883595868305706,0.122
PC,0.15,5000,1009,0,8,,0.022
FCI,0.15,5000,1009,0,10,,0.035
GES,0.15,5000,1009,0,22,,0.054
GRaSP,0.15,5000,1009,1,8,,0.008
ICA-LiNGAM,0.15,5000,1009,1,1,-0.15534342039183333,0.029
DirectLiNGAM,0.15,5000,1009,1,1,-0.15534342039183335,0.121
PC,0.15,5000,1010,0,8,,0.026
FCI,0.15,5000,1010,0,10,,0.032
GES,0.15,5000,1010,0,15,,0.046
GRaSP,0.15,5000,1010,1,3,,0.009
ICA-LiNGAM,0.15,5000,1010,1,0,-0.16861839061415085,0.023
DirectLiNGAM,0.15,5000,1010,1,0,-0.16861839061415104,0.119
PC,0.15,5000,1011,0,8,,0.022
FCI,0.15,5000,1011,0,10,,0.038
GES,0.15,5000,1011,1,12,,0.043
GRaSP,0.15,5000,1011,1,6,,0.01
ICA-LiNGAM,0.15,5000,1011,1,0,-0.15637924618344615,0.022
DirectLiNGAM,0.15,5000,1011,1,0,-0.1563792461834457,0.118
PC,0.15,5000,1012,0,8,,0.027
FCI,0.15,5000,1012,0,9,,0.037
GES,0.15,5000,1012,1,13,,0.045
GRaSP,0.15,5000,1012,1,3,,0.01
ICA-LiNGAM,0.15,5000,1012,1,0,-0.14750009401318914,0.024
DirectLiNGAM,0.15,5000,1012,1,0,-0.14750009401318925,0.122
PC,0.15,5000,1013,0,8,,0.023
FCI,0.15,5000,1013,0,9,,0.032
GES,0.15,5000,1013,0,22,,0.049
GRaSP,0.15,5000,1013,0,16,,0.009
ICA-LiNGAM,0.15,5000,1013,1,1,-0.1471928891261876,0.023
DirectLiNGAM,0.15,5000,1013,1,1,-0.1471928891261874,0.119
PC,0.15,5000,1014,0,8,,0.022
FCI,0.15,5000,1014,0,10,,0.033
GES,0.15,5000,1014,1,3,,0.052
GRaSP,0.15,5000,1014,1,9,,0.01
ICA-LiNGAM,0.15,5000,1014,1,1,-0.1629938814427294,0.023
DirectLiNGAM,0.15,5000,1014,1,1,-0.162993881442729,0.119
PC,0.15,5000,1015,0,8,,0.023
FCI,0.15,5000,1015,0,11,,0.035
GES,0.15,5000,1015,1,11,,0.052
GRaSP,0.15,5000,1015,1,3,,0.009
ICA-LiNGAM,0.15,5000,1015,1,1,-0.14546706276180668,0.023
DirectLiNGAM,0.15,5000,1015,1,1,-0.14546706276180715,0.118
PC,0.15,5000,1016,0,8,,0.023
FCI,0.15,5000,1016,0,9,,0.034
GES,0.15,5000,1016,0,13,,0.039
GRaSP,0.15,5000,1016,0,16,,0.01
ICA-LiNGAM,0.15,5000,1016,1,1,-0.13894945156859967,0.026
DirectLiNGAM,0.15,5000,1016,1,1,-0.1389494515685994,0.111
PC,0.15,5000,1017,0,8,,0.023
FCI,0.15,5000,1017,0,10,,0.038
GES,0.15,5000,1017,1,12,,0.059
GRaSP,0.15,5000,1017,1,13,,0.008
ICA-LiNGAM,0.15,5000,1017,1,0,-0.18620831232751556,0.024
DirectLiNGAM,0.15,5000,1017,1,0,-0.18620831232751506,0.121
PC,0.15,5000,1018,0,8,,0.025
FCI,0.15,5000,1018,0,10,,0.043
GES,0.15,5000,1018,1,12,,0.047
GRaSP,0.15,5000,1018,0,16,,0.009
ICA-LiNGAM,0.15,5000,1018,1,0,-0.1587610234575389,0.025
DirectLiNGAM,0.15,5000,1018,1,0,-0.15876102345753923,0.113
PC,0.15,5000,1019,0,9,,0.03
FCI,0.15,5000,1019,0,10,,0.059
GES,0.15,5000,1019,1,10,,0.058
GRaSP,0.15,5000,1019,0,8,,0.009
ICA-LiNGAM,0.15,5000,1019,1,0,-0.1409254172793883,0.022
DirectLiNGAM,0.15,5000,1019,1,0,-0.14092541727938776,0.125
PC,0.15,10000,1000,0,8,,0.028
FCI,0.15,10000,1000,0,10,,0.035
GES,0.15,10000,1000,0,17,,0.045
GRaSP,0.15,10000,1000,1,3,,0.01
ICA-LiNGAM,0.15,10000,1000,1,0,-0.15178259195549657,0.032
DirectLiNGAM,0.15,10000,1000,1,0,-0.1517825919554965,0.197
PC,0.15,10000,1001,0,11,,0.025
FCI,0.15,10000,1001,0,9,,0.046
GES,0.15,10000,1001,1,10,,0.061
GRaSP,0.15,10000,1001,1,3,,0.008
ICA-LiNGAM,0.15,10000,1001,1,0,-0.1312798560960581,0.035
DirectLiNGAM,0.15,10000,1001,1,0,-0.1312798560960582,0.193
PC,0.15,10000,1002,0,8,,0.019
FCI,0.15,10000,1002,0,10,,0.031
GES,0.15,10000,1002,1,12,,0.054
GRaSP,0.15,10000,1002,0,17,,0.011
ICA-LiNGAM,0.15,10000,1002,1,0,-0.1427607582600038,0.031
DirectLiNGAM,0.15,10000,1002,1,0,-0.14276075826000417,0.198
PC,0.15,10000,1003,0,8,,0.02
FCI,0.15,10000,1003,0,10,,0.03
GES,0.15,10000,1003,1,5,,0.072
GRaSP,0.15,10000,1003,0,17,,0.01
ICA-LiNGAM,0.15,10000,1003,1,0,-0.1561607945156226,0.034
DirectLiNGAM,0.15,10000,1003,1,0,-0.15616079451562254,0.199
PC,0.15,10000,1004,0,8,,0.017
FCI,0.15,10000,1004,0,10,,0.03
GES,0.15,10000,1004,0,17,,0.068
GRaSP,0.15,10000,1004,1,13,,0.01
ICA-LiNGAM,0.15,10000,1004,1,0,-0.1677396642909382,0.036
DirectLiNGAM,0.15,10000,1004,1,0,-0.167739664290938,0.199
PC,0.15,10000,1005,0,8,,0.018
FCI,0.15,10000,1005,0,10,,0.031
GES,0.15,10000,1005,1,13,,0.054
GRaSP,0.15,10000,1005,1,3,,0.008
ICA-LiNGAM,0.15,10000,1005,1,0,-0.14906239174378907,0.035
DirectLiNGAM,0.15,10000,1005,1,0,-0.14906239174378957,0.194
PC,0.15,10000,1006,0,8,,0.02
FCI,0.15,10000,1006,0,10,,0.03
GES,0.15,10000,1006,1,2,,0.082
GRaSP,0.15,10000,1006,0,17,,0.012
ICA-LiNGAM,0.15,10000,1006,1,0,-0.15776634237901976,0.032
DirectLiNGAM,0.15,10000,1006,1,0,-0.1577663423790195,0.202
PC,0.15,10000,1007,0,11,,0.023
FCI,0.15,10000,1007,0,11,,0.044
GES,0.15,10000,1007,0,16,,0.05
GRaSP,0.15,10000,1007,1,3,,0.009
ICA-LiNGAM,0.15,10000,1007,1,0,-0.14458790070192074,0.034
DirectLiNGAM,0.15,10000,1007,1,0,-0.14458790070192062,0.2
PC,0.15,10000,1008,0,8,,0.019
FCI,0.15,10000,1008,0,10,,0.032
GES,0.15,10000,1008,1,5,,0.072
GRaSP,0.15,10000,1008,0,16,,0.011
ICA-LiNGAM,0.15,10000,1008,1,0,-0.15170387443788017,0.032
DirectLiNGAM,0.15,10000,1008,1,0,-0.1517038744378801,0.193
PC,0.15,10000,1009,0,8,,0.017
FCI,0.15,10000,1009,0,10,,0.029
GES,0.15,10000,1009,1,12,,0.054
GRaSP,0.15,10000,1009,1,3,,0.011
ICA-LiNGAM,0.15,10000,1009,1,0,-0.16263798392468004,0.033
DirectLiNGAM,0.15,10000,1009,1,0,-0.16263798392468004,0.202
PC,0.15,10000,1010,0,13,,0.025
FCI,0.15,10000,1010,0,8,,0.039
GES,0.15,10000,1010,0,18,,0.08
GRaSP,0.15,10000,1010,1,3,,0.012
ICA-LiNGAM,0.15,10000,1010,1,0,-0.12841358896786265,0.031
DirectLiNGAM,0.15,10000,1010,1,0,-0.1284135889678625,0.198
PC,0.15,10000,1011,0,8,,0.02
FCI,0.15,10000,1011,0,10,,0.027
GES,0.15,10000,1011,1,3,,0.069
GRaSP,0.15,10000,1011,1,3,,0.012
ICA-LiNGAM,0.15,10000,1011,1,1,-0.15869871749269188,0.032
DirectLiNGAM,0.15,10000,1011,1,1,-0.15869871749269154,0.199
PC,0.15,10000,1012,0,8,,0.016
FCI,0.15,10000,1012,0,10,,0.025
GES,0.15,10000,1012,1,10,,0.051
GRaSP,0.15,10000,1012,0,17,,0.01
ICA-LiNGAM,0.15,10000,1012,1,1,-0.13544772627868068,0.031
DirectLiNGAM,0.15,10000,1012,1,1,-0.13544772627868065,0.202
PC,0.15,10000,1013,0,10,,0.02
FCI,0.15,10000,1013,0,13,,0.033
GES,0.15,10000,1013,1,2,,0.075
GRaSP,0.15,10000,1013,0,17,,0.012
ICA-LiNGAM,0.15,10000,1013,1,0,-0.1499988307112434,0.032
DirectLiNGAM,0.15,10000,1013,1,0,-0.1499988307112431,0.195
PC,0.15,10000,1014,0,8,,0.021
FCI,0.15,10000,1014,0,10,,0.03
GES,0.15,10000,1014,1,12,,0.055
GRaSP,0.15,10000,1014,1,5,,0.011
ICA-LiNGAM,0.15,10000,1014,1,0,-0.15215978986006173,0.033
DirectLiNGAM,0.15,10000,1014,1,0,-0.15215978986006168,0.194
PC,0.15,10000,1015,0,8,,0.019
FCI,0.15,10000,1015,0,10,,0.035
GES,0.15,10000,1015,1,6,,0.066
GRaSP,0.15,10000,1015,1,3,,0.01
ICA-LiNGAM,0.15,10000,1015,1,0,-0.1475067688309218,0.036
DirectLiNGAM,0.15,10000,1015,1,0,-0.14750676883092168,0.197
PC,0.15,10000,1016,0,8,,0.017
FCI,0.15,10000,1016,0,10,,0.033
GES,0.15,10000,1016,1,10,,0.06
GRaSP,0.15,10000,1016,0,17,,0.012
ICA-LiNGAM,0.15,10000,1016,1,0,-0.15411795042539686,0.036
DirectLiNGAM,0.15,10000,1016,1,0,-0.15411795042539686,0.201
PC,0.15,10000,1017,0,8,,0.021
FCI,0.15,10000,1017,0,9,,0.035
GES,0.15,10000,1017,1,11,,0.06
GRaSP,0.15,10000,1017,1,3,,0.009
ICA-LiNGAM,0.15,10000,1017,1,1,-0.1422772320238543,0.033
DirectLiNGAM,0.15,10000,1017,1,1,-0.14227723202385442,0.196
PC,0.15,10000,1018,0,8,,0.019
FCI,0.15,10000,1018,0,9,,0.035
GES,0.15,10000,1018,1,5,,0.073
GRaSP,0.15,10000,1018,1,3,,0.01
ICA-LiNGAM,0.15,10000,1018,1,0,-0.15426850690262947,0.034
DirectLiNGAM,0.15,10000,1018,1,0,-0.15426850690262972,0.2
PC,0.15,10000,1019,0,8,,0.018
FCI,0.15,10000,1019,0,10,,0.031
GES,0.15,10000,1019,1,11,,0.05
GRaSP,0.15,10000,1019,1,3,,0.013
ICA-LiNGAM,0.15,10000,1019,1,0,-0.14645949753131923,0.034
DirectLiNGAM,0.15,10000,1019,1,0,-0.14645949753131882,0.199
PC,0.15,50000,1000,0,9,,0.029
FCI,0.15,50000,1000,0,9,,0.046
GES,0.15,50000,1000,1,5,,0.074
GRaSP,0.15,50000,1000,1,5,,0.012
ICA-LiNGAM,0.15,50000,1000,1,0,-0.14878219299107842,0.199
DirectLiNGAM,0.15,50000,1000,1,0,-0.14878219299107812,0.721
PC,0.15,50000,1001,0,8,,0.026
FCI,0.15,50000,1001,0,9,,0.034
GES,0.15,50000,1001,0,18,,0.086
GRaSP,0.15,50000,1001,1,2,,0.013
ICA-LiNGAM,0.15,50000,1001,1,0,-0.1413960248027097,0.176
DirectLiNGAM,0.15,50000,1001,1,0,-0.1413960248027102,0.736
PC,0.15,50000,1002,0,9,,0.028
FCI,0.15,50000,1002,0,8,,0.039
GES,0.15,50000,1002,1,5,,0.074
GRaSP,0.15,50000,1002,0,18,,0.018
ICA-LiNGAM,0.15,50000,1002,1,0,-0.15329521824562906,0.19
DirectLiNGAM,0.15,50000,1002,1,0,-0.15329521824562897,0.737
PC,0.15,50000,1003,0,8,,0.028
FCI,0.15,50000,1003,0,9,,0.035
GES,0.15,50000,1003,1,5,,0.078
GRaSP,0.15,50000,1003,0,18,,0.016
ICA-LiNGAM,0.15,50000,1003,1,0,-0.15139273471910097,0.151
DirectLiNGAM,0.15,50000,1003,1,0,-0.15139273471910172,0.747
PC,0.15,50000,1004,0,8,,0.026
FCI,0.15,50000,1004,0,9,,0.035
GES,0.15,50000,1004,1,2,,0.078
GRaSP,0.15,50000,1004,0,18,,0.017
ICA-LiNGAM,0.15,50000,1004,1,0,-0.1498199020552874,0.148
DirectLiNGAM,0.15,50000,1004,1,0,-0.14981990205528592,0.733
PC,0.15,50000,1005,0,9,,0.03
FCI,0.15,50000,1005,0,8,,0.04
GES,0.15,50000,1005,1,5,,0.074
GRaSP,0.15,50000,1005,1,2,,0.012
ICA-LiNGAM,0.15,50000,1005,1,0,-0.15094309297755287,0.205
DirectLiNGAM,0.15,50000,1005,1,0,-0.15094309297755315,0.724
PC,0.15,50000,1006,0,8,,0.023
FCI,0.15,50000,1006,0,10,,0.033
GES,0.15,50000,1006,1,5,,0.073
GRaSP,0.15,50000,1006,0,18,,0.015
ICA-LiNGAM,0.15,50000,1006,1,0,-0.15924108909687307,0.148
DirectLiNGAM,0.15,50000,1006,1,0,-0.159241089096873,0.751
PC,0.15,50000,1007,0,8,,0.028
FCI,0.15,50000,1007,0,9,,0.035
GES,0.15,50000,1007,1,5,,0.073
GRaSP,0.15,50000,1007,1,5,,0.013
ICA-LiNGAM,0.15,50000,1007,1,0,-0.14870987200122748,0.202
DirectLiNGAM,0.15,50000,1007,1,0,-0.1487098720012284,0.731
PC,0.15,50000,1008,0,11,,0.027
FCI,0.15,50000,1008,0,10,,0.047
GES,0.15,50000,1008,1,5,,0.079
GRaSP,0.15,50000,1008,1,5,,0.018
ICA-LiNGAM,0.15,50000,1008,1,0,-0.15698904433626837,0.179
DirectLiNGAM,0.15,50000,1008,1,0,-0.15698904433626784,0.753
PC,0.15,50000,1009,0,8,,0.024
FCI,0.15,50000,1009,0,10,,0.033
GES,0.15,50000,1009,1,5,,0.076
GRaSP,0.15,50000,1009,0,18,,0.018
ICA-LiNGAM,0.15,50000,1009,1,0,-0.154171219960892,0.145
DirectLiNGAM,0.15,50000,1009,1,0,-0.15417121996089186,0.733
PC,0.15,50000,1010,0,8,,0.026
FCI,0.15,50000,1010,0,9,,0.034
GES,0.15,50000,1010,1,2,,0.075
GRaSP,0.15,50000,1010,1,2,,0.018
ICA-LiNGAM,0.15,50000,1010,1,0,-0.14859206323306473,0.185
DirectLiNGAM,0.15,50000,1010,1,0,-0.14859206323306487,0.735
PC,0.15,50000,1011,0,8,,0.024
FCI,0.15,50000,1011,0,10,,0.033
GES,0.15,50000,1011,1,5,,0.073
GRaSP,0.15,50000,1011,0,18,,0.016
ICA-LiNGAM,0.15,50000,1011,1,0,-0.1558802300891122,0.141
DirectLiNGAM,0.15,50000,1011,1,0,-0.1558802300891122,0.743
PC,0.15,50000,1012,0,8,,0.027
FCI,0.15,50000,1012,0,9,,0.035
GES,0.15,50000,1012,1,5,,0.099
GRaSP,0.15,50000,1012,0,18,,0.016
ICA-LiNGAM,0.15,50000,1012,1,0,-0.14659826876657836,0.163
DirectLiNGAM,0.15,50000,1012,1,0,-0.14659826876657914,0.748
PC,0.15,50000,1013,1,6,,0.029
FCI,0.15,50000,1013,0,10,,0.039
GES,0.15,50000,1013,1,10,,0.062
GRaSP,0.15,50000,1013,0,18,,0.016
ICA-LiNGAM,0.15,50000,1013,1,0,-0.15123474761401315,0.178
DirectLiNGAM,0.15,50000,1013,1,0,-0.15123474761401307,0.736
PC,0.15,50000,1014,0,9,,0.031
FCI,0.15,50000,1014,0,10,,0.043
GES,0.15,50000,1014,1,5,,0.073
GRaSP,0.15,50000,1014,0,18,,0.018
ICA-LiNGAM,0.15,50000,1014,1,0,-0.15367468760328498,0.161
DirectLiNGAM,0.15,50000,1014,1,0,-0.15367468760328518,0.739
PC,0.15,50000,1015,0,8,,0.024
FCI,0.15,50000,1015,0,10,,0.032
GES,0.15,50000,1015,1,2,,0.076
GRaSP,0.15,50000,1015,1,5,,0.016
ICA-LiNGAM,0.15,50000,1015,1,0,-0.1486422710832871,0.182
DirectLiNGAM,0.15,50000,1015,1,0,-0.14864227108328673,0.731
PC,0.15,50000,1016,0,8,,0.022
FCI,0.15,50000,1016,0,10,,0.034
GES,0.15,50000,1016,1,5,,0.073
GRaSP,0.15,50000,1016,0,18,,0.018
ICA-LiNGAM,0.15,50000,1016,1,0,-0.14951222694474786,0.205
DirectLiNGAM,0.15,50000,1016,1,0,-0.149512226944748,0.724
PC,0.15,50000,1017,1,5,,0.029
FCI,0.15,50000,1017,1,8,,0.039
GES,0.15,50000,1017,1,5,,0.073
GRaSP,0.15,50000,1017,1,5,,0.013
ICA-LiNGAM,0.15,50000,1017,1,0,-0.1428911731300296,0.171
DirectLiNGAM,0.15,50000,1017,1,0,-0.14289117313002977,0.755
PC,0.15,50000,1018,0,8,,0.028
FCI,0.15,50000,1018,0,9,,0.034
GES,0.15,50000,1018,1,5,,0.074
GRaSP,0.15,50000,1018,1,5,,0.014
ICA-LiNGAM,0.15,50000,1018,1,0,-0.14850786692239096,0.213
DirectLiNGAM,0.15,50000,1018,1,0,-0.14850786692239157,0.731
PC,0.15,50000,1019,0,11,,0.027
FCI,0.15,50000,1019,0,11,,0.046
GES,0.15,50000,1019,1,6,,0.081
GRaSP,0.15,50000,1019,0,15,,0.016
ICA-LiNGAM,0.15,50000,1019,1,0,-0.14665877585890075,0.208
DirectLiNGAM,0.15,50000,1019,1,0,-0.14665877585890014,0.731
PC,0.2,1000,1000,0,11,,0.019
FCI,0.2,1000,1000,0,12,,0.03
GES,0.2,1000,1000,0,10,,0.041
GRaSP,0.2,1000,1000,1,8,,0.007
ICA-LiNGAM,0.2,1000,1000,1,1,-0.13178063101350113,0.016
DirectLiNGAM,0.2,1000,1000,1,1,-0.13178063101350027,0.054
PC,0.2,1000,1001,1,5,,0.018
FCI,0.2,1000,1001,1,8,,0.024
GES,0.2,1000,1001,1,10,,0.051
GRaSP,0.2,1000,1001,1,5,,0.008
ICA-LiNGAM,0.2,1000,1001,1,1,-0.23061194318769676,0.024
DirectLiNGAM,0.2,1000,1001,1,1,-0.23061194318769726,0.065
PC,0.2,1000,1002,0,11,,0.016
FCI,0.2,1000,1002,0,12,,0.022
GES,0.2,1000,1002,1,8,,0.026
GRaSP,0.2,1000,1002,0,12,,0.006
ICA-LiNGAM,0.2,1000,1002,1,1,-0.18261942955102606,0.015
DirectLiNGAM,0.2,1000,1002,1,1,-0.18261942955102592,0.061
PC,0.2,1000,1003,0,7,,0.022
FCI,0.2,1000,1003,0,8,,0.029
GES,0.2,1000,1003,1,10,,0.039
GRaSP,0.2,1000,1003,0,12,,0.006
ICA-LiNGAM,0.2,1000,1003,1,1,-0.2303002409194331,0.016
DirectLiNGAM,0.2,1000,1003,1,1,-0.23030024091943327,0.05
PC,0.2,1000,1004,0,10,,0.015
FCI,0.2,1000,1004,0,11,,0.025
GES,0.2,1000,1004,1,10,,0.051
GRaSP,0.2,1000,1004,0,15,,0.009
ICA-LiNGAM,0.2,1000,1004,1,1,-0.192085012334213,0.022
DirectLiNGAM,0.2,1000,1004,1,1,-0.19208501233421302,0.061
PC,0.2,1000,1005,0,11,,0.014
FCI,0.2,1000,1005,0,14,,0.02
GES,0.2,1000,1005,0,12,,0.029
GRaSP,0.2,1000,1005,0,8,,0.008
ICA-LiNGAM,0.2,1000,1005,1,1,-0.17195411939131972,0.016
DirectLiNGAM,0.2,1000,1005,1,1,-0.17195411939131944,0.061
PC,0.2,1000,1006,0,9,,0.02
FCI,0.2,1000,1006,0,9,,0.033
GES,0.2,1000,1006,0,13,,0.042
GRaSP,0.2,1000,1006,0,10,,0.006
ICA-LiNGAM,0.2,1000,1006,1,1,-0.13879731029113135,0.016
DirectLiNGAM,0.2,1000,1006,1,1,-0.13879731029113168,0.05
PC,0.2,1000,1007,0,8,,0.016
FCI,0.2,1000,1007,0,11,,0.023
GES,0.2,1000,1007,1,11,,0.065
GRaSP,0.2,1000,1007,1,7,,0.01
ICA-LiNGAM,0.2,1000,1007,1,1,-0.20005258009538174,0.021
DirectLiNGAM,0.2,1000,1007,1,1,-0.20005258009538152,0.056
PC,0.2,1000,1008,0,11,,0.016
FCI,0.2,1000,1008,0,13,,0.022
GES,0.2,1000,1008,1,17,,0.044
GRaSP,0.2,1000,1008,0,15,,0.009
ICA-LiNGAM,0.2,1000,1008,1,1,-0.19560000621022366,0.022
DirectLiNGAM,0.2,1000,1008,1,1,-0.19560000621022436,0.065
PC,0.2,1000,1009,0,10,,0.014
FCI,0.2,1000,1009,0,11,,0.019
GES,0.2,1000,1009,0,12,,0.028
GRaSP,0.2,1000,1009,0,8,,0.007
ICA-LiNGAM,0.2,1000,1009,1,1,-0.17874298783486217,0.015
DirectLiNGAM,0.2,1000,1009,1,1,-0.178742987834862,0.064
PC,0.2,1000,1010,0,11,,0.02
FCI,0.2,1000,1010,0,9,,0.024
GES,0.2,1000,1010,1,6,,0.044
GRaSP,0.2,1000,1010,0,9,,0.006
ICA-LiNGAM,0.2,1000,1010,1,2,-0.1705196580306144,0.015
DirectLiNGAM,0.2,1000,1010,1,2,-0.17051965803061464,0.051
PC,0.2,1000,1011,0,8,,0.015
FCI,0.2,1000,1011,0,9,,0.021
GES,0.2,1000,1011,1,10,,0.039
GRaSP,0.2,1000,1011,0,8,,0.006
ICA-LiNGAM,0.2,1000,1011,1,1,-0.18134759139642784,0.02
DirectLiNGAM,0.2,1000,1011,1,1,-0.1813475913964271,0.068
PC,0.2,1000,1012,0,11,,0.017
FCI,0.2,1000,1012,0,14,,0.021
GES,0.2,1000,1012,1,8,,0.027
GRaSP,0.2,1000,1012,0,6,,0.006
ICA-LiNGAM,0.2,1000,1012,0,2,0.0,0.015
DirectLiNGAM,0.2,1000,1012,0,2,0.0,0.059
PC,0.2,1000,1013,0,11,,0.023
FCI,0.2,1000,1013,0,11,,0.031
GES,0.2,1000,1013,1,17,,0.045
GRaSP,0.2,1000,1013,0,12,,0.007
ICA-LiNGAM,0.2,1000,1013,1,3,-0.15524817279892608,0.016
DirectLiNGAM,0.2,1000,1013,1,3,-0.15524817279892608,0.05
PC,0.2,1000,1014,0,9,,0.019
FCI,0.2,1000,1014,0,12,,0.028
GES,0.2,1000,1014,0,14,,0.053
GRaSP,0.2,1000,1014,0,15,,0.01
ICA-LiNGAM,0.2,1000,1014,1,1,-0.10077139251180159,0.023
DirectLiNGAM,0.2,1000,1014,1,3,-0.10077139251180138,0.06
PC,0.2,1000,1015,0,8,,0.015
FCI,0.2,1000,1015,0,11,,0.021
GES,0.2,1000,1015,1,8,,0.026
GRaSP,0.2,1000,1015,0,6,,0.007
ICA-LiNGAM,0.2,1000,1015,1,1,-0.12539810591342698,0.015
DirectLiNGAM,0.2,1000,1015,1,1,-0.12539810591342687,0.058
PC,0.2,1000,1016,0,8,,0.021
FCI,0.2,1000,1016,0,11,,0.03
GES,0.2,1000,1016,0,15,,0.052
GRaSP,0.2,1000,1016,1,8,,0.008
ICA-LiNGAM,0.2,1000,1016,1,1,-0.21830389890234717,0.017
DirectLiNGAM,0.2,1000,1016,1,1,-0.21830389890234764,0.051
PC,0.2,1000,1017,0,8,,0.015
FCI,0.2,1000,1017,0,9,,0.028
GES,0.2,1000,1017,1,10,,0.042
GRaSP,0.2,1000,1017,1,5,,0.01
ICA-LiNGAM,0.2,1000,1017,1,1,-0.2428233074560079,0.022
DirectLiNGAM,0.2,1000,1017,1,1,-0.24282330745600816,0.056
PC,0.2,1000,1018,0,11,,0.016
